Hour	VMT (Veh-Miles)	Truck VMT (Veh-Miles)	# Lane Points	% Observed
03/21/2020 16:00	15,509,581.8	594,518.3	421332	60.9
03/21/2020 17:00	14,394,975.5	547,567.9	421332	60.9
03/21/2020 18:00	12,944,709.8	492,336.5	421332	60.9
03/21/2020 19:00	11,187,473.1	421,909.4	421332	60.9
03/21/2020 20:00	9,623,346.1	367,416.7	421332	60.9
03/21/2020 21:00	8,377,412.3	320,099.4	421332	60.8
03/21/2020 22:00	7,275,772.0	280,435.8	421416	60.8
03/21/2020 23:00	5,537,270.8	224,182.9	421332	60.8
03/22/2020 00:00	3,897,485.7	168,339.5	421332	60.4
03/22/2020 01:00	2,776,877.5	128,981.9	421332	60.4
03/22/2020 02:00	2,287,475.7	111,242.4	421332	60.4
03/22/2020 03:00	2,111,103.4	108,616.0	421332	60.4
03/22/2020 04:00	2,392,245.8	126,701.6	421332	60.3
03/22/2020 05:00	3,311,194.5	168,271.7	421332	60.3
03/22/2020 06:00	4,634,838.1	217,764.4	421332	60.1
03/22/2020 07:00	5,751,865.9	268,129.3	421332	60.2
03/22/2020 08:00	7,229,847.0	330,359.8	421332	60.4
03/22/2020 09:00	9,332,398.5	402,502.3	421332	60.5
03/22/2020 10:00	11,343,161.1	464,145.1	421332	60.5
03/22/2020 11:00	12,914,204.3	516,734.0	421332	60.4
03/22/2020 12:00	14,045,415.2	549,938.8	421332	60.5
03/22/2020 13:00	14,643,676.8	561,426.5	421332	60.4
03/22/2020 14:00	14,773,471.8	563,431.2	421332	60.4
03/22/2020 15:00	14,271,210.9	546,227.2	421332	60.4
03/22/2020 16:00	13,544,861.0	521,988.6	421332	60.4
03/22/2020 17:00	12,633,395.8	488,430.3	421332	60.4
03/22/2020 18:00	11,498,620.4	450,856.1	421332	60.4
03/22/2020 19:00	10,258,757.4	406,023.1	421332	60.3
03/22/2020 20:00	9,301,554.4	368,793.5	421332	59.8
03/22/2020 21:00	7,795,487.3	320,810.3	421332	60.4
03/22/2020 22:00	6,124,520.8	262,546.1	421332	60.3
03/22/2020 23:00	4,361,308.2	206,479.4	421332	60.3
03/23/2020 00:00	3,047,724.3	161,638.1	421332	58.9
03/23/2020 01:00	2,370,069.9	142,897.4	421332	58.9
03/23/2020 02:00	2,333,576.7	155,763.9	419245	58.9
03/23/2020 03:00	3,270,252.3	218,832.9	421332	58.8
03/23/2020 04:00	6,274,688.7	356,586.7	421332	58.7
03/23/2020 05:00	11,183,129.7	565,536.9	421332	58.7
03/23/2020 06:00	14,852,422.7	727,423.2	418476	58.6
03/23/2020 07:00	16,694,128.4	837,285.8	421332	58.7
03/23/2020 08:00	15,389,199.7	859,187.1	421332	58.9
03/23/2020 09:00	14,209,713.4	871,804.4	421332	59.0
03/23/2020 10:00	14,327,679.0	896,640.2	421332	58.9
03/23/2020 11:00	14,936,635.7	923,647.6	421332	59.0
03/23/2020 12:00	15,711,472.8	934,166.7	421128	59.0
03/23/2020 13:00	16,507,087.4	925,915.8	421332	59.0
03/23/2020 14:00	17,898,872.1	928,955.5	421332	59.0
03/23/2020 15:00	18,919,801.2	906,331.4	421332	59.0
03/23/2020 16:00	18,867,039.5	863,256.1	421332	59.0
03/23/2020 17:00	17,801,774.7	795,871.1	421332	59.0
03/23/2020 18:00	13,850,382.6	649,160.7	421416	59.0
03/23/2020 19:00	10,813,628.1	532,251.5	421332	58.9
03/23/2020 20:00	8,805,823.7	461,281.9	421332	58.9
03/23/2020 21:00	7,352,653.0	404,359.0	421332	58.2
03/23/2020 22:00	5,948,931.7	346,717.2	421332	58.3
03/23/2020 23:00	4,464,748.6	282,144.7	421128	58.1
03/24/2020 00:00	3,165,651.3	221,060.9	421332	64.8
03/24/2020 01:00	2,555,380.1	190,308.6	421416	64.8
03/24/2020 02:00	2,561,131.8	199,113.3	421416	64.8
03/24/2020 03:00	3,395,112.4	260,065.2	421128	64.7
03/24/2020 04:00	6,244,591.4	396,527.8	421332	64.6
03/24/2020 05:00	11,224,959.7	614,804.8	421416	64.5
03/24/2020 06:00	14,875,996.3	781,048.4	421332	64.5
03/24/2020 07:00	16,403,104.3	879,680.9	421332	64.5
03/24/2020 08:00	14,922,772.2	881,617.2	421332	64.7
03/24/2020 09:00	13,771,071.0	887,790.5	421332	64.7
03/24/2020 10:00	13,768,876.7	907,211.1	421332	64.6
03/24/2020 11:00	14,241,136.9	927,784.9	421128	64.6
03/24/2020 12:00	15,130,085.3	934,027.9	421332	64.5
03/24/2020 13:00	15,916,474.6	926,565.6	421416	64.6
03/24/2020 14:00	17,344,803.0	928,486.5	421332	64.6
03/24/2020 15:00	18,439,253.2	904,234.2	421332	64.6
03/24/2020 16:00	18,305,728.3	848,209.2	421416	64.7
03/24/2020 17:00	17,067,274.8	771,984.1	421332	64.8
03/24/2020 18:00	13,172,364.6	630,533.0	421332	64.8
03/24/2020 19:00	10,361,020.8	516,341.7	421332	64.7
03/24/2020 20:00	8,481,497.8	448,150.7	421332	64.7
03/24/2020 21:00	7,048,995.7	394,740.2	421332	64.7
03/24/2020 22:00	5,786,562.3	340,778.2	421128	64.6
03/24/2020 23:00	4,390,923.8	274,970.5	421128	64.7
03/25/2020 00:00	3,168,764.1	217,481.9	421332	63.9
03/25/2020 01:00	2,545,108.8	187,124.2	421332	60.1
03/25/2020 02:00	2,527,748.8	193,706.9	421332	55.3
03/25/2020 03:00	3,408,747.0	256,688.4	421416	55.3
03/25/2020 04:00	6,443,597.7	400,931.8	421332	55.2
03/25/2020 05:00	11,808,154.6	627,799.4	421332	55.2
03/25/2020 06:00	15,889,123.5	805,409.2	421128	55.0
03/25/2020 07:00	17,568,705.7	906,715.8	421332	55.1
03/25/2020 08:00	15,568,412.7	899,934.7	421332	60.1
03/25/2020 09:00	13,965,036.5	898,351.6	421332	63.5
03/25/2020 10:00	13,962,709.6	914,475.1	421332	63.7
03/25/2020 11:00	15,675,323.5	987,025.1	421128	53.4
03/25/2020 12:00	16,464,495.1	991,110.5	421332	54.7
03/25/2020 13:00	16,310,451.1	939,602.9	421332	63.8
03/25/2020 14:00	17,896,350.1	941,451.1	421416	63.8
03/25/2020 15:00	19,117,500.3	916,368.6	421332	63.8
03/25/2020 16:00	19,134,572.3	869,029.0	421332	63.8
03/25/2020 17:00	17,806,292.2	786,618.1	421332	63.9
03/25/2020 18:00	13,771,493.7	637,535.0	421332	63.8
03/25/2020 19:00	10,790,743.4	522,317.4	421332	63.8
03/25/2020 20:00	8,839,354.0	450,931.0	421332	63.7
03/25/2020 21:00	7,337,177.2	397,398.0	421332	63.7
03/25/2020 22:00	5,931,177.8	343,802.4	421332	63.7
03/25/2020 23:00	4,464,917.4	276,548.3	421332	63.7
03/26/2020 00:00	3,217,815.9	219,307.4	421651	63.6
03/26/2020 01:00	2,569,639.2	188,244.6	421764	63.5
03/26/2020 02:00	2,538,778.2	195,354.4	421680	63.5
03/26/2020 03:00	3,395,835.3	256,602.0	421764	63.4
03/26/2020 04:00	6,289,482.5	396,010.3	421680	63.3
03/26/2020 05:00	11,412,217.2	624,455.6	421680	63.3
03/26/2020 06:00	15,331,414.5	805,805.1	421680	63.2
03/26/2020 07:00	16,893,734.1	905,577.2	421680	62.7
03/26/2020 08:00	15,317,704.7	902,323.2	421680	63.5
03/26/2020 09:00	14,125,607.4	904,115.4	421680	63.5
03/26/2020 10:00	14,177,167.1	929,936.4	421680	63.6
03/26/2020 11:00	14,760,328.5	942,063.3	421476	63.6
03/26/2020 12:00	15,692,879.9	952,985.9	421680	63.7
03/26/2020 13:00	16,591,653.0	942,570.2	421680	63.7
03/26/2020 14:00	18,090,055.3	946,708.5	421680	63.7
03/26/2020 15:00	19,261,351.7	923,699.7	421680	63.7
03/26/2020 16:00	19,170,278.0	874,612.1	421680	63.6
03/26/2020 17:00	17,970,178.5	804,819.8	421764	63.7
03/26/2020 18:00	14,012,598.7	658,551.0	421680	63.8
03/26/2020 19:00	11,084,306.4	538,702.9	421680	63.7
03/26/2020 20:00	9,170,194.3	468,221.6	421764	63.7
03/26/2020 21:00	7,572,256.5	407,024.0	421680	63.7
03/26/2020 22:00	6,114,107.6	350,648.8	421680	63.6
03/26/2020 23:00	4,574,036.8	279,526.7	421680	63.6
03/27/2020 00:00	3,263,853.7	219,305.7	421476	66.0
03/27/2020 01:00	2,608,999.5	188,372.2	421677	66.1
03/27/2020 02:00	2,568,381.6	194,288.2	421680	66.0
03/27/2020 03:00	3,327,390.4	251,886.9	421680	65.8
03/27/2020 04:00	5,970,423.1	390,612.5	421680	65.7
03/27/2020 05:00	10,687,943.7	613,720.9	421680	65.7
03/27/2020 06:00	14,519,887.3	801,408.1	421476	65.6
03/27/2020 07:00	16,082,620.3	908,899.2	421764	65.8
03/27/2020 08:00	14,896,230.3	909,797.3	421476	66.0
03/27/2020 09:00	14,275,219.9	924,550.6	421680	66.1
03/27/2020 10:00	14,766,550.5	950,808.8	421680	66.0
03/27/2020 11:00	15,769,712.6	984,227.8	421476	66.0
03/27/2020 12:00	16,953,337.1	996,989.4	421680	66.1
03/27/2020 13:00	17,861,797.6	980,757.1	421680	66.0
03/27/2020 14:00	19,121,448.2	973,932.7	421680	65.9
03/27/2020 15:00	19,923,767.2	938,234.8	421680	65.7
03/27/2020 16:00	19,472,531.3	878,597.5	421680	65.7
03/27/2020 17:00	18,205,870.8	798,415.1	421680	65.8
03/27/2020 18:00	14,856,013.3	665,282.4	421680	65.8
03/27/2020 19:00	12,120,515.1	549,966.5	421764	65.7
03/27/2020 20:00	9,959,047.4	463,876.8	421680	65.7
03/27/2020 21:00	8,258,231.2	401,698.7	421764	65.7
03/27/2020 22:00	6,776,422.1	343,107.2	420436	65.6
03/27/2020 23:00	5,197,664.3	276,393.8	421680	65.5
03/28/2020 00:00	3,652,796.6	211,645.1	421476	66.0
03/28/2020 01:00	2,755,460.2	166,748.2	421680	66.1
03/28/2020 02:00	2,439,352.4	154,126.9	421680	66.0
03/28/2020 03:00	2,522,281.3	167,254.4	421680	66.0
03/28/2020 04:00	3,229,153.7	209,298.4	421680	65.9
03/28/2020 05:00	4,775,493.7	283,999.9	421680	65.9
03/28/2020 06:00	6,857,169.9	376,803.9	421680	65.8
03/28/2020 07:00	8,557,390.6	448,609.4	421680	65.9
03/28/2020 08:00	9,906,940.4	503,931.5	421680	66.2
03/28/2020 09:00	11,286,419.7	551,177.4	421476	66.1
03/28/2020 10:00	12,759,940.7	591,473.7	421680	66.2
03/28/2020 11:00	14,023,361.4	618,141.9	421680	66.2
03/28/2020 12:00	14,906,183.5	630,120.7	421680	66.2
03/28/2020 13:00	15,275,821.6	625,945.5	421764	66.2
03/28/2020 14:00	15,270,791.3	601,684.0	421476	66.2
03/28/2020 15:00	14,879,157.2	575,352.6	421560	66.2
03/28/2020 16:00	14,244,694.8	542,683.3	421560	65.0
03/28/2020 17:00	13,116,947.5	495,149.2	421680	65.3
03/28/2020 18:00	11,576,271.5	440,382.1	421680	66.2
03/28/2020 19:00	9,959,959.7	376,424.6	421680	66.1
03/28/2020 20:00	8,564,322.0	324,258.9	421680	66.0
03/28/2020 21:00	7,474,360.6	283,472.5	421680	66.0
03/28/2020 22:00	6,416,304.7	245,366.7	421680	66.0
03/28/2020 23:00	4,924,179.1	193,574.0	421680	66.0
03/29/2020 00:00	3,527,611.1	148,588.9	421680	64.8
03/29/2020 01:00	2,562,991.0	116,600.2	421764	64.8
03/29/2020 02:00	2,119,699.5	101,468.8	421476	64.7
03/29/2020 03:00	1,964,698.6	97,645.5	421680	64.8
03/29/2020 04:00	2,232,500.8	114,001.3	421680	64.7
03/29/2020 05:00	3,095,928.2	150,656.9	421680	64.7
03/29/2020 06:00	4,230,597.9	193,812.0	421680	64.5
03/29/2020 07:00	5,154,439.9	233,577.0	421680	64.6
03/29/2020 08:00	6,415,579.6	289,213.6	421680	64.8
03/29/2020 09:00	8,296,101.9	351,489.5	421680	64.4
03/29/2020 10:00	10,132,509.2	412,249.8	421680	64.8
03/29/2020 11:00	11,711,867.4	462,370.9	421680	65.0
03/29/2020 12:00	12,887,669.3	502,073.5	421680	64.9
03/29/2020 13:00	13,746,060.4	523,522.6	421680	63.6
03/29/2020 14:00	13,755,470.8	521,894.1	421476	64.9
03/29/2020 15:00	13,330,273.6	511,932.4	421476	64.9
03/29/2020 16:00	12,716,743.3	487,425.0	421680	64.9
03/29/2020 17:00	11,950,261.6	458,247.6	421680	64.9
03/29/2020 18:00	10,951,323.0	427,887.4	421476	64.9
03/29/2020 19:00	9,934,884.4	392,446.3	421476	64.8
03/29/2020 20:00	9,009,182.7	357,339.3	421680	64.8
03/29/2020 21:00	7,537,274.0	307,982.6	421680	64.8
03/29/2020 22:00	5,936,784.6	258,513.1	421476	64.7
03/29/2020 23:00	4,219,801.1	202,509.6	421680	64.6
03/30/2020 00:00	2,958,374.0	160,001.9	421680	63.3
03/30/2020 01:00	2,303,018.0	139,138.1	421680	63.3
03/30/2020 02:00	2,318,434.6	152,172.0	421680	63.3
03/30/2020 03:00	3,243,104.5	217,310.1	421680	63.2
03/30/2020 04:00	6,200,118.0	356,145.0	421680	63.0
03/30/2020 05:00	11,253,034.3	585,282.7	421680	63.0
03/30/2020 06:00	14,985,212.3	768,247.3	421476	63.0
03/30/2020 07:00	16,409,747.7	868,750.7	421680	63.1
03/30/2020 08:00	15,071,658.1	886,503.9	421680	63.3
03/30/2020 09:00	13,929,507.7	891,496.6	421680	63.3
03/30/2020 10:00	14,041,639.1	910,998.7	421680	63.2
03/30/2020 11:00	14,689,968.7	937,579.8	421680	63.2
03/30/2020 12:00	15,613,620.2	953,296.8	421764	63.2
03/30/2020 13:00	16,404,893.0	942,921.3	421680	63.3
03/30/2020 14:00	17,861,576.2	941,416.6	421680	63.2
03/30/2020 15:00	19,117,519.9	921,263.2	421680	63.2
03/30/2020 16:00	18,902,741.8	865,132.9	421680	63.2
03/30/2020 17:00	17,549,899.5	784,232.2	421680	63.2
03/30/2020 18:00	13,528,152.6	640,445.6	421680	63.4
03/30/2020 19:00	10,597,892.5	522,709.1	421680	63.3
03/30/2020 20:00	8,597,460.7	445,215.2	421680	63.2
03/30/2020 21:00	7,037,183.7	386,906.6	421680	63.2
03/30/2020 22:00	5,721,678.0	335,006.0	421680	63.1
03/30/2020 23:00	4,309,752.7	272,095.1	421680	63.1
03/31/2020 00:00	3,073,209.4	211,945.1	421680	65.8
03/31/2020 01:00	2,479,150.9	183,853.9	421764	65.8
03/31/2020 02:00	2,457,945.7	188,778.1	421680	65.8
03/31/2020 03:00	3,318,439.0	251,682.1	421680	65.8
03/31/2020 04:00	6,129,997.7	393,352.9	421680	65.7
03/31/2020 05:00	11,144,744.4	618,330.6	421476	65.6
03/31/2020 06:00	15,065,050.9	811,458.3	421764	65.6
03/31/2020 07:00	16,257,315.7	904,035.3	421680	65.7
03/31/2020 08:00	14,805,507.7	896,773.0	421680	65.8
03/31/2020 09:00	13,745,941.8	905,735.0	421680	65.9
03/31/2020 10:00	13,787,189.6	922,017.5	421680	65.8
03/31/2020 11:00	14,372,788.5	940,778.2	421680	65.8
03/31/2020 12:00	15,266,744.8	956,985.0	421680	65.8
03/31/2020 13:00	16,182,397.8	946,375.9	421764	65.8
03/31/2020 14:00	17,698,828.4	945,321.3	421680	65.8
03/31/2020 15:00	18,948,056.3	916,815.8	421476	65.6
03/31/2020 16:00	18,760,657.9	858,616.7	421680	65.5
03/31/2020 17:00	17,350,038.6	779,701.9	421680	65.6
03/31/2020 18:00	13,462,243.8	640,711.1	421560	65.6
03/31/2020 19:00	10,625,765.6	522,322.4	421680	63.4
03/31/2020 20:00	8,545,089.2	447,292.5	421680	65.5
03/31/2020 21:00	7,003,139.0	386,836.9	421680	65.5
03/31/2020 22:00	5,742,023.9	332,652.9	421680	65.5
03/31/2020 23:00	4,354,831.9	272,881.5	421680	65.5
04/01/2020 00:00	3,130,937.7	212,007.5	421680	66.0
04/01/2020 01:00	2,480,984.6	176,586.8	421680	65.9
04/01/2020 02:00	2,472,471.8	183,844.1	421680	65.9
04/01/2020 03:00	3,308,946.5	246,180.6	421680	65.8
04/01/2020 04:00	6,183,906.2	386,635.6	421680	65.7
04/01/2020 05:00	11,352,008.3	618,263.3	421680	65.7
04/01/2020 06:00	15,291,780.0	814,398.2	421680	65.6
04/01/2020 07:00	16,629,279.8	911,040.6	421680	65.7
04/01/2020 08:00	15,063,642.1	903,189.7	421680	65.8
04/01/2020 09:00	13,907,760.3	903,026.6	421680	65.9
04/01/2020 10:00	13,965,638.5	919,574.0	421680	65.7
04/01/2020 11:00	14,569,932.8	931,885.0	421680	65.8
04/01/2020 12:00	15,509,445.3	941,767.2	421680	65.7
04/01/2020 13:00	16,478,124.8	944,160.5	421680	64.6
